task,category,style_consistent,phrase_lo,succ_lo,n_lo,phrase_hi,succ_hi,n_hi,gap_pp,z,change
widowx_nut_on_plate_clean,preposition synonym,False,Put the nut on the yellow plate.,24.0,96,put the nut onto the yellow plate,37.5,96,13.5,2.03,on -> onto
widowx_nut_on_plate_clean,case/punctuation only,False,put the nut onto the yellow dish,26.0,96,Put the nut onto the yellow dish.,39.6,240,13.5,2.34, -> 
widowx_coke_can_on_keyboard_clean,noun/adjective synonym,True,set the red soda can on the black keyboard,4.2,144,set the red coke can on the black keyboard,17.6,312,13.5,3.93,coke -> soda
widowx_carrot_on_sponge_clean,verb synonym,True,put the carrot onto the sponge,26.0,96,drop the carrot onto the sponge,39.6,96,13.5,2.0,drop -> put
widowx_coke_can_on_keyboard_clean,verb synonym,False,set the red soda can on the black keyboard,4.2,144,Put the red soda can on the black keyboard,17.7,96,13.5,3.49,put -> set
widowx_nut_on_wheel_clean,noun/adjective synonym,True,Position the nut on the wheel.,3.1,96,Position the nut on the tire.,16.7,48,13.5,2.88,tire -> wheel
widowx_pepsi_on_plate_clean,noun/adjective synonym,True,Set the Pepsi down on the plate.,19.4,432,Set the Pepsi can on the plate.,32.7,168,13.3,3.47,can -> down
widowx_carrot_on_sponge_clean,noun/adjective synonym,False,Set the orange vegetable on the green and yellow sponge.,11.7,240,set the orange carrot on the green and yellow sponge,25.0,192,13.3,3.62,vegetable -> carrot
widowx_eggplant_on_sponge_clean,verb synonym,False,set the eggplant on top of the sponge,65.8,120,Rest the eggplant on top of the sponge.,79.2,96,13.3,2.16,rest -> set
widowx_carrot_on_sponge_clean,verb synonym,True,set the carrot onto the sponge,24.2,120,place the carrot onto the sponge,37.5,96,13.3,2.12,place -> set
widowx_coke_can_on_wheel_clean,preposition synonym,True,set the red coke can on the black wheel,32.5,120,set the red coke can in the black wheel,45.8,96,13.3,2.0,in -> on
widowx_eggplant_on_keyboard_clean,slight restructure,False,Put the purple eggplant on the black keyboard.,34.7,144,put purple eggplant on black keyboard,47.9,96,13.2,2.04,reorder/determiners
widowx_nut_on_plate_clean,preposition synonym,False,put the black nut on the yellow plate,16.0,144,Put the black nut onto the yellow plate.,29.2,72,13.2,2.27,onto -> on
widowx_nut_on_wheel_clean,verb synonym,False,set the nut onto the wheel,7.6,144,put the nut onto the wheel.,20.8,24,13.2,2.04,put -> set
widowx_coke_can_on_keyboard_clean,noun/adjective synonym,True,Put the red soda can on top of the black keyboard.,2.8,72,Put the red coke can on top of the black keyboard.,16.0,144,13.2,2.86,coke -> soda
widowx_pepsi_on_plate_clean,noun/adjective synonym,True,set the coke can on the plate,25.0,96,set the blue can on the plate,38.2,144,13.2,2.13,blue -> coke
widowx_orange_juice_on_plate_clean,preposition synonym,False,Put the orange juice box onto the yellow plate.,20.8,96,put the orange juice box on the yellow plate,34.0,144,13.2,2.21,onto -> on
widowx_orange_juice_on_plate_clean,case/punctuation only,False,Put the orange juice box on the yellow plate.,20.8,216,put the orange juice box on the yellow plate,34.0,144,13.2,2.79, -> 
widowx_coke_can_on_keyboard_clean,slight restructure,False,Put the Coke can on the keyboard.,16.7,72,put coke can on keyboard,29.7,720,13.1,2.34,reorder/determiners
widowx_carrot_on_ramekin_clean,noun/adjective synonym,False,Stick the carrot in the bowl.,14.0,264,toss the carrot in the bowl,27.1,48,13.1,2.27,stick -> toss
widowx_coke_can_on_keyboard_clean,noun/adjective synonym,True,Move the red can onto the black keyboard.,4.2,48,Move the soda can onto the black keyboard.,17.3,168,13.1,2.28,red -> soda
widowx_eggplant_on_keyboard_clean,verb synonym,False,Put the purple eggplant on top of the black keyboard.,13.3,120,set the purple eggplant on top of the black keyboard,26.4,72,13.1,2.27,put -> set
widowx_nut_on_plate_clean,verb synonym,False,Lay the nut onto the plate,32.7,312,drop the nut onto the plate,45.8,192,13.1,2.96,lay -> drop
widowx_coke_can_on_keyboard_clean,verb synonym,True,put the red can on the black keyboard,3.7,216,place the red can on the black keyboard,16.7,24,13.0,2.76,place -> put
widowx_coke_can_on_keyboard_clean,noun/adjective synonym,False,put the red can on the black keyboard,3.7,216,Put the coke can on the black keyboard.,16.7,24,13.0,2.76,coke -> red
widowx_nut_on_wheel_clean,verb synonym,False,set the nut on the wheel,2.7,264,Put the nut on the wheel.,15.6,192,13.0,5.01,put -> set
widowx_eggplant_on_keyboard_clean,verb synonym,True,put the eggplant on the keyboard,12.0,192,rest the eggplant on the keyboard,25.0,48,13.0,2.29,put -> rest
widowx_eggplant_on_keyboard_clean,verb synonym,True,Put the eggplant on the keyboard.,16.2,216,Drop the eggplant on the keyboard.,29.2,48,13.0,2.09,drop -> put
widowx_eggplant_on_keyboard_clean,verb synonym,False,Place the purple eggplant on the black keyboard.,32.4,312,put the purple eggplant on the black keyboard,45.3,408,13.0,3.52,place -> put
widowx_carrot_on_ramekin_clean,preposition synonym,False,Put the carrot on the ramekin.,10.0,120,put the carrot in the ramekin,22.9,48,12.9,2.2,on -> in
widowx_cube_on_plate_clean,verb synonym,True,Set the green block on the plate.,73.8,240,Place the green block on the plate.,86.7,120,12.9,2.79,place -> set
widowx_eggplant_on_sponge_clean,verb synonym,False,put the purple eggplant on the yellow and green sponge,62.1,240,Set the purple eggplant on the yellow and green sponge.,75.0,96,12.9,2.25,set -> put
widowx_nut_on_wheel_clean,verb synonym,True,Grab the nut and put it on the wheel.,2.2,312,Grab the nut and place it on the wheel.,15.0,120,12.8,5.09,place -> put
widowx_cube_on_plate_clean,noun/adjective synonym,True,put the little green cube on the plate,72.2,72,put the small green cube on the plate,85.0,120,12.8,2.15,little -> small
widowx_eggplant_on_keyboard_clean,verb synonym,False,Place the purple eggplant on top of the black keyboard.,13.7,168,set the purple eggplant on top of the black keyboard,26.4,72,12.7,2.37,place -> set
widowx_orange_juice_on_plate_clean,verb synonym,False,Move the juice box onto the yellow plate.,14.4,216,put the juice box onto the yellow plate,27.1,48,12.7,2.14,move -> put
widowx_nut_on_plate_clean,noun/adjective synonym,True,get the nut on the plate,25.6,168,put the nut on the plate,38.2,288,12.6,2.75,get -> put
widowx_coke_can_on_wheel_clean,noun/adjective synonym,True,set the coke can on the wheel,8.3,168,stack the coke can on the wheel,20.8,48,12.5,2.43,set -> stack
widowx_orange_juice_on_plate_clean,verb synonym,True,Put the orange juice box on the yellow plate.,20.8,216,Set the orange juice box on the yellow plate.,33.3,72,12.5,2.15,put -> set
widowx_nut_on_plate_clean,noun/adjective synonym,True,set the grey nut onto the yellow plate,18.7,144,set the black nut onto the yellow plate,31.2,144,12.5,2.45,black -> grey
widowx_nut_on_wheel_clean,preposition synonym,False,Set the grey nut to the black tire.,4.2,48,set the grey nut on the black tire,16.7,72,12.5,2.09,to -> on
widowx_coke_can_on_keyboard_clean,noun/adjective synonym,False,Put the beverage can on the keyboard.,0.0,96,Put the soda can on the keyboard,12.5,48,12.5,3.54,beverage -> soda
widowx_eggplant_on_keyboard_clean,preposition synonym,False,set the purple eggplant onto the keyboard,9.7,216,Set the purple eggplant on the keyboard.,22.2,72,12.5,2.75,on -> onto
widowx_cube_on_plate_clean,noun/adjective synonym,True,Deposit the small emerald-colored block onto the center of the circular yellow dish.,41.7,216,Deposit the small emerald-colored cube onto the center of the circular yellow dish.,54.2,96,12.5,2.05,block -> cube
widowx_cube_on_plate_clean,verb synonym,False,place the green cube onto the plate,75.0,48,Drop the green cube onto the plate.,87.5,240,12.5,2.24,drop -> place
widowx_coke_can_on_keyboard_clean,verb synonym,False,set the soda can on the keyboard,0.0,48,Put the soda can on the keyboard,12.5,48,12.5,2.53,put -> set
widowx_carrot_on_sponge_clean,noun/adjective synonym,True,Grab that orange carrot and set it on top of the sponge.,16.7,288,Grab the orange carrot and set it on top of the sponge.,29.2,48,12.5,2.07,that -> the
widowx_nut_on_wheel_clean,noun/adjective synonym,False,placed the round nut on the tire,0.0,48,Put the round nut on the tire.,12.5,48,12.5,2.53,put -> placed
widowx_cube_on_plate_clean,case/punctuation only,False,drop the green cube onto the plate,75.0,48,Drop the green cube onto the plate.,87.5,240,12.5,2.24, -> 
widowx_coke_can_on_wheel_clean,preposition synonym,True,Put the red soda can in the center of the black rubber tire.,2.1,48,Put the red soda can inside the center of the black rubber tire.,14.6,96,12.5,2.31,in -> inside
widowx_nut_on_wheel_clean,noun/adjective synonym,True,place the gray nut onto the black tire,4.2,48,place the grey nut onto the black tire,16.7,48,12.5,2.0,gray -> grey
widowx_nut_on_wheel_clean,preposition synonym,False,Set the grey nut to the black tire.,4.2,48,set the grey nut in the black tire,16.7,48,12.5,2.0,to -> in
widowx_small_plate_on_green_cube_clean,noun/adjective synonym,False,Place the lime-colored saucer on top of the teal cube.,4.2,144,place the lime-colored saucer on top of the teal block,16.7,48,12.5,2.88,cube -> block
widowx_coke_can_on_keyboard_clean,noun/adjective synonym,True,Put the red can on the keyboard.,4.2,48,Put the Coke can on the keyboard.,16.7,72,12.5,2.09,coke -> red
widowx_nut_on_wheel_clean,verb synonym,True,Position the nut on the wheel.,3.1,96,Put the nut on the wheel.,15.6,192,12.5,3.14,position -> put
widowx_carrot_on_sponge_clean,verb synonym,True,put the orange carrot on the yellow and green sponge,11.5,96,set the orange carrot on the yellow and green sponge,24.0,192,12.5,2.51,put -> set
widowx_coke_can_on_keyboard_clean,noun/adjective synonym,True,set the soda can on the keyboard,0.0,48,set the red can on the keyboard,12.5,72,12.5,2.55,red -> soda
widowx_cube_on_plate_clean,verb synonym,False,Put the green cube on the plate,70.8,48,set the green cube on the plate,83.3,336,12.5,2.1,put -> set
widowx_eggplant_on_sponge_clean,verb synonym,False,set the purple eggplant on the sponge,74.0,312,Place the purple eggplant on the sponge.,86.6,648,12.5,4.79,place -> set
widowx_cube_on_plate_clean,case/punctuation only,False,Put the green cube on the plate,70.8,48,Put the green cube on the plate.,83.3,216,12.5,2.0, -> 
widowx_coke_can_on_keyboard_clean,verb synonym,True,Move the red coke can onto the black keyboard.,4.2,48,Put the red coke can onto the black keyboard.,16.7,96,12.5,2.14,move -> put
widowx_coke_can_on_keyboard_clean,verb synonym,False,Move the red coke can onto the black keyboard.,4.2,48,place the red coke can onto the black keyboard,16.7,48,12.5,2.0,move -> place
widowx_coke_can_on_keyboard_clean,noun/adjective synonym,False,pick up the red can and put it on the keyboard,0.0,48,Pick up the coke can and put it on the keyboard.,12.5,24,12.5,2.5,coke -> red
widowx_cube_on_plate_clean,preposition synonym,True,set the green cube onto the plate,70.8,96,set the green cube on the plate,83.3,336,12.5,2.73,on -> onto
widowx_coke_can_on_keyboard_clean,noun/adjective synonym,True,Place the red can on the keyboard.,4.2,72,Place the Coke can on the keyboard.,16.7,24,12.5,2.04,coke -> red
widowx_nut_on_plate_clean,verb synonym,True,Drop the nut on the plate,33.3,312,Put the nut on the plate,45.8,72,12.5,2.0,drop -> put
widowx_nut_on_plate_clean,case/punctuation only,False,Drop the nut on the plate,33.3,312,drop the nut on the plate,45.8,72,12.5,2.0, -> 
widowx_nut_on_plate_clean,preposition synonym,False,Drop the nut on the plate,33.3,312,drop the nut onto the plate,45.8,192,12.5,2.81,on -> onto
widowx_coke_can_on_keyboard_clean,verb synonym,False,set the soda can on the keyboard,0.0,48,Place the soda can on the keyboard.,12.5,24,12.5,2.5,place -> set
widowx_coke_can_on_keyboard_clean,noun/adjective synonym,True,put the red can onto the black keyboard,4.2,72,put the coke can onto the black keyboard,16.7,24,12.5,2.04,coke -> red
widowx_nut_on_wheel_clean,noun/adjective synonym,False,place the nut on the wheel,4.2,48,Place the nut on the tire.,16.7,72,12.5,2.09,tire -> wheel
widowx_carrot_on_ramekin_clean,preposition synonym,True,Move the carrot to the white bowl.,20.8,96,Move the carrot into the white bowl.,33.3,120,12.5,2.04,into -> to
widowx_carrot_on_ramekin_clean,preposition synonym,False,put the carrot into the white bowl,28.0,168,Put the carrot inside the white bowl.,40.4,240,12.4,2.59,inside -> into
widowx_nut_on_plate_clean,noun/adjective synonym,True,Place the grey nut on the yellow plate.,18.1,144,Place the black nut on the yellow plate.,30.4,168,12.3,2.51,black -> grey
widowx_coke_can_on_wheel_clean,verb synonym,False,Place the Coke can on the black wheel.,11.1,72,put the coke can on the black wheel,23.3,120,12.2,2.1,place -> put
widowx_eggplant_on_sponge_clean,verb synonym,False,put the purple eggplant on the yellow and green sponge,62.1,240,Place the purple eggplant on the yellow and green sponge.,74.3,144,12.2,2.46,place -> put
widowx_eggplant_on_sponge_clean,preposition synonym,True,Drop the eggplant on the sponge.,74.4,168,Drop the eggplant onto the sponge.,86.6,216,12.2,3.03,on -> onto
widowx_coke_can_on_keyboard_clean,verb synonym,True,Move the Coke can onto the keyboard.,8.3,120,Place the Coke can onto the keyboard.,20.5,312,12.2,3.01,move -> place
widowx_coke_can_on_wheel_clean,noun/adjective synonym,True,Place the red soda can inside the center of the black rubber tire.,8.7,240,Place the red soda container inside the center of the black rubber tire.,20.8,48,12.1,2.47,can -> container
widowx_carrot_on_ramekin_clean,preposition synonym,True,Put the carrot in the bowl.,10.8,120,Put the carrot inside the bowl.,22.9,48,12.1,2.02,in -> inside
widowx_eggplant_on_keyboard_clean,case/punctuation only,False,Set the purple eggplant down on top of the keyboard.,0.4,240,set the purple eggplant down on top of the keyboard,12.5,96,12.1,5.19, -> 
widowx_carrot_on_ramekin_clean,noun/adjective synonym,False,Put the carrot in the bowl.,10.8,120,put the carrot in the ramekin,22.9,48,12.1,2.02,bowl -> ramekin
widowx_pepsi_on_plate_clean,case/punctuation only,False,Set the Pepsi can on the plate.,32.7,168,set the pepsi can on the plate,44.8,192,12.1,2.34, -> 
widowx_carrot_on_ramekin_clean,preposition synonym,True,put carrot on ramekin,13.0,384,put carrot into ramekin,25.0,48,12.0,2.23,into -> on
widowx_carrot_on_ramekin_clean,noun/adjective synonym,True,put the carrot into the white bowl,28.0,168,put the carrot into the white dish,40.0,120,12.0,2.14,bowl -> dish
widowx_eggplant_on_keyboard_clean,verb synonym,True,Leave the eggplant on the keyboard.,4.2,48,Put the eggplant on the keyboard.,16.2,216,12.0,2.17,leave -> put
widowx_pepsi_on_plate_clean,noun/adjective synonym,True,put the blue can on the plate,38.1,168,put the blue soda on the plate,50.0,168,11.9,2.2,can -> soda
widowx_cube_on_plate_clean,verb synonym,True,Situate the small teal block on the light green circular dish.,56.8,336,Put the small teal block on the light green circular dish.,68.8,144,11.9,2.44,put -> situate
widowx_nut_on_wheel_clean,slight restructure,True,put grey nut on black tire,4.2,96,put the grey nut on the black tire,16.1,168,11.9,2.89,reorder/determiners
widowx_carrot_on_sponge_clean,preposition synonym,False,set the carrot onto the sponge,24.2,120,Set the carrot on the sponge.,35.9,192,11.8,2.18,on -> onto
widowx_eggplant_on_keyboard_clean,verb synonym,False,Place the eggplant on top of the keyboard.,4.9,144,put the eggplant on top of the keyboard.,16.7,24,11.8,2.16,place -> put
widowx_cube_on_plate_clean,verb synonym,False,set the green cube onto the plate,70.8,96,Place the green cube onto the plate.,82.6,408,11.8,2.61,place -> set
widowx_carrot_on_keyboard_clean,verb synonym,False,set the carrot on the keyboard,2.1,48,Place the carrot on the keyboard.,13.9,36,11.8,2.08,place -> set
widowx_cube_on_plate_clean,noun/adjective synonym,True,set the green block on the plate,71.5,144,set the green cube on the plate,83.3,336,11.8,2.95,block -> cube
widowx_carrot_on_sponge_clean,verb synonym,True,Put the carrot onto the sponge.,20.8,72,Place the carrot onto the sponge.,32.5,480,11.7,2.0,place -> put
widowx_nut_on_wheel_clean,verb synonym,True,set the nut on the wheel,2.7,264,put the nut on the wheel,14.4,216,11.7,4.72,put -> set
widowx_nut_on_plate_clean,verb synonym,True,set the nut onto the plate,34.2,120,drop the nut onto the plate,45.8,192,11.7,2.04,drop -> set
widowx_cube_on_plate_clean,verb synonym,False,pick up the green cube and put it on the plate,83.3,24,Pick up the green cube and place it on the plate.,95.0,504,11.7,2.46,place -> put
widowx_coke_can_on_wheel_clean,noun/adjective synonym,False,Put the soda can on the black wheel.,11.7,120,put the coke can on the black wheel,23.3,120,11.7,2.38,soda -> coke
widowx_eggplant_on_sponge_clean,verb synonym,True,Move the eggplant onto the sponge.,75.0,168,Drop the eggplant onto the sponge.,86.6,216,11.6,2.9,drop -> move
widowx_cube_on_plate_clean,verb synonym,True,put the green cube on the yellow plate,65.6,192,set the green cube on the yellow plate,77.2,408,11.6,3.0,put -> set
widowx_nut_on_wheel_clean,noun/adjective synonym,False,Put the grey nut in the middle of the black tire.,1.0,96,put the grey nut in the center of the black tire,12.5,24,11.5,2.8,middle -> center
widowx_carrot_on_sponge_clean,verb synonym,False,put the orange carrot on the yellow and green sponge,11.5,96,Set the orange carrot on the yellow and green sponge.,22.9,96,11.5,2.1,set -> put
widowx_coke_can_on_keyboard_clean,noun/adjective synonym,False,Set the red can on the black keyboard.,4.2,48,set the coke can on the black keyboard,15.6,96,11.5,2.01,red -> coke
widowx_nut_on_wheel_clean,verb synonym,False,place the nut on the wheel,4.2,48,Put the nut on the wheel.,15.6,192,11.5,2.09,put -> place
widowx_carrot_on_sponge_clean,verb synonym,False,Move the carrot onto the sponge.,26.0,624,place the carrot onto the sponge,37.5,96,11.5,2.36,move -> place
widowx_eggplant_on_sponge_clean,case/punctuation only,False,set the eggplant down on top of the sponge,74.0,96,Set the eggplant down on top of the sponge.,85.4,288,11.5,2.56, -> 
widowx_coke_can_on_keyboard_clean,noun/adjective synonym,False,Put the beverage can on the keyboard.,0.0,96,put the coke can on the keyboard,11.5,96,11.5,3.42,beverage -> coke
widowx_eggplant_on_keyboard_clean,preposition synonym,True,Put the eggplant on the keyboard.,16.2,216,Put the eggplant onto the keyboard.,27.7,264,11.4,2.99,on -> onto
widowx_carrot_on_ramekin_clean,verb synonym,False,Put the carrot in the bowl.,10.8,120,stick the carrot in the bowl,22.2,72,11.4,2.13,put -> stick
widowx_cube_on_plate_clean,noun/adjective synonym,False,put the little green cube on the plate,72.2,72,Put the small green cube on the plate.,83.5,480,11.3,2.33,small -> little
widowx_orange_juice_on_plate_clean,verb synonym,True,Put the orange juice box on the yellow plate.,20.8,216,Place the orange juice box on the yellow plate.,32.1,168,11.3,2.51,place -> put
widowx_eggplant_on_keyboard_clean,preposition synonym,True,Move the eggplant to the keyboard.,5.4,168,Move the eggplant onto the keyboard.,16.7,48,11.3,2.57,onto -> to
widowx_coke_can_on_keyboard_clean,verb synonym,True,set the red can on the black keyboard,5.4,168,place the red can on the black keyboard,16.7,24,11.3,2.06,place -> set
widowx_nut_on_wheel_clean,verb synonym,False,Position the nut on the wheel.,3.1,96,put the nut on the wheel,14.4,216,11.2,2.94,position -> put
widowx_carrot_on_ramekin_clean,preposition synonym,True,Put the carrot on the ramekin.,10.0,120,Put the carrot in the ramekin.,21.2,240,11.2,2.65,in -> on
widowx_nut_on_wheel_clean,preposition synonym,False,place the nut onto the wheel,0.0,96,Place the nut on the wheel.,11.2,240,11.2,3.43,on -> onto
widowx_carrot_on_ramekin_clean,preposition synonym,True,Put the carrot on the ramekin.,10.0,120,Put the carrot into the ramekin.,21.2,288,11.2,2.68,into -> on
widowx_eggplant_on_sponge_clean,verb synonym,False,drop the purple eggplant onto the sponge,70.8,72,Put the purple eggplant onto the sponge.,81.9,216,11.1,2.01,put -> drop
widowx_nut_on_plate_clean,verb synonym,False,Drop the nut onto the plate.,37.5,216,put the nut onto the plate,48.6,144,11.1,2.09,drop -> put
widowx_nut_on_wheel_clean,case/punctuation only,False,put the nut onto the wheel,6.9,72,Put the nut onto the wheel.,18.1,72,11.1,2.02, -> 
widowx_carrot_on_wheel_clean,verb synonym,True,put the carrot on the wheel,3.5,144,set the carrot on the wheel,14.6,48,11.1,2.75,put -> set
widowx_nut_on_plate_clean,preposition synonym,False,set the grey nut on the yellow plate,18.1,288,Set the grey nut onto the yellow plate.,29.2,96,11.1,2.32,onto -> on
widowx_coke_can_on_keyboard_clean,verb synonym,False,set the red soda can on the black keyboard,4.2,144,Place the red soda can on the black keyboard.,15.1,192,10.9,3.25,place -> set
widowx_eggplant_on_sponge_clean,preposition synonym,True,Put the purple eggplant over the green sponge.,77.1,96,Put the purple eggplant on the green sponge.,88.0,216,10.9,2.46,on -> over
widowx_eggplant_on_sponge_clean,slight restructure,True,put the purple eggplant on the yellow and green sponge,62.1,240,put the purple eggplant on the green and yellow sponge,72.9,192,10.8,2.38,reorder/determiners
widowx_coke_can_on_keyboard_clean,slight restructure,True,set the coke can on the keyboard,10.0,240,set coke can on keyboard,20.8,48,10.8,2.12,reorder/determiners
widowx_pepsi_on_plate_clean,preposition synonym,True,put the blue can onto the yellow plate,9.7,72,put the blue can on the yellow plate,20.5,288,10.8,2.11,on -> onto
widowx_coke_can_on_wheel_clean,noun/adjective synonym,True,Place the red soda can inside the center of the rubber tire.,2.1,192,Place the red soda container inside the center of the rubber tire.,12.9,264,10.8,4.12,can -> container
widowx_coke_can_on_keyboard_clean,noun/adjective synonym,False,Put the beverage can on the keyboard.,0.0,96,Put the drink can on the keyboard,10.8,120,10.8,3.33,beverage -> drink
widowx_nut_on_wheel_clean,verb synonym,True,set nut on wheel,8.3,144,put nut on wheel,19.1,696,10.8,3.11,put -> set
widowx_nut_on_plate_clean,verb synonym,False,set the nut on the plate,29.9,264,Place the nut on the plate,40.7,432,10.8,2.87,place -> set
widowx_nut_on_wheel_clean,noun/adjective synonym,True,Grab the nut and place it on the tire.,4.2,144,Grab the nut and place it on the wheel.,15.0,120,10.8,3.05,tire -> wheel
widowx_nut_on_wheel_clean,case/punctuation only,False,put the nut on the tire,14.3,168,Put the nut on the tire.,25.0,216,10.7,2.59, -> 
widowx_eggplant_on_keyboard_clean,preposition synonym,False,Put the purple eggplant onto the black keyboard.,34.6,312,put the purple eggplant on the black keyboard,45.3,408,10.7,2.9,onto -> on
widowx_eggplant_on_keyboard_clean,case/punctuation only,False,Set the purple eggplant onto the black keyboard.,32.3,192,set the purple eggplant onto the black keyboard,42.9,336,10.6,2.39, -> 
widowx_nut_on_wheel_clean,noun/adjective synonym,False,put the nut on the wheel,14.4,216,Put the nut on the tire.,25.0,216,10.6,2.78,tire -> wheel
widowx_coke_can_on_keyboard_clean,verb synonym,True,set the red soda can on the black keyboard,4.2,144,put the red soda can on the black keyboard,14.8,264,10.6,3.27,put -> set
widowx_coke_can_on_keyboard_clean,verb synonym,True,Put the red soda can on top of the black keyboard.,2.8,72,Place the red soda can on top of the black keyboard.,13.3,120,10.6,2.43,place -> put
widowx_eggplant_on_keyboard_clean,case/punctuation only,False,Put the purple eggplant on the black keyboard.,34.7,144,put the purple eggplant on the black keyboard,45.3,408,10.6,2.22, -> 
widowx_cube_on_plate_clean,case/punctuation only,False,Put the green block on the plate.,77.1,96,put the green block on the plate,87.5,120,10.4,2.02, -> 
widowx_coke_can_on_wheel_clean,noun/adjective synonym,False,Set the red can down inside the center of the black rubber tire.,0.0,48,set the red can down inside the center of the black rubber wheel,10.4,96,10.4,2.32,tire -> wheel
widowx_nut_on_plate_clean,preposition synonym,True,put the nut on the plate,38.2,288,put the nut onto the plate,48.6,144,10.4,2.07,on -> onto
widowx_coke_can_on_keyboard_clean,case/punctuation only,False,drop the soda can onto the keyboard,2.1,48,Drop the soda can onto the keyboard.,12.5,72,10.4,2.02, -> 
widowx_carrot_on_ramekin_clean,noun/adjective synonym,True,Put the carrot in the bowl.,10.8,120,Put the carrot in the ramekin.,21.2,240,10.4,2.44,bowl -> ramekin
widowx_coke_can_on_keyboard_clean,noun/adjective synonym,True,Place the red can onto the black keyboard.,6.2,96,Place the Coke can onto the black keyboard.,16.7,72,10.4,2.16,coke -> red
widowx_carrot_on_ramekin_clean,verb synonym,True,put the orange carrot inside the white bowl,32.8,192,set the orange carrot inside the white bowl,43.2,192,10.4,2.1,put -> set
widowx_coke_can_on_keyboard_clean,case/punctuation only,False,Set the red can on the keyboard.,2.1,48,set the red can on the keyboard,12.5,72,10.4,2.02, -> 
widowx_coke_can_on_keyboard_clean,noun/adjective synonym,False,Slide the red can onto the black keyboard,0.0,72,slide the coke can onto the black keyboard,10.4,48,10.4,2.8,red -> coke
widowx_coke_can_on_wheel_clean,noun/adjective synonym,True,Stack the Coke can on the wheel.,6.2,192,Place the Coke can on the wheel.,16.7,408,10.4,3.5,place -> stack
widowx_nut_on_plate_clean,noun/adjective synonym,True,Get the nut on the plate,30.3,264,Place the nut on the plate,40.7,432,10.4,2.77,get -> place
widowx_carrot_on_sponge_clean,verb synonym,False,put the orange carrot on the yellow and green sponge,11.5,96,Place the orange carrot on the yellow and green sponge.,21.8,408,10.4,2.29,place -> put
widowx_coke_can_on_keyboard_clean,noun/adjective synonym,True,put the red can onto the black keyboard,4.2,72,put the soda can onto the black keyboard,14.6,48,10.4,2.02,red -> soda
widowx_nut_on_wheel_clean,verb synonym,False,set the nut onto the wheel,7.6,144,Put the nut onto the wheel.,18.1,72,10.4,2.3,put -> set
widowx_coke_can_on_keyboard_clean,noun/adjective synonym,True,set the red can on the black keyboard,5.4,168,set the coke can on the black keyboard,15.6,96,10.3,2.79,coke -> red
widowx_eggplant_on_keyboard_clean,verb synonym,False,Put the eggplant on the keyboard.,16.2,216,set the eggplant on the keyboard,26.4,216,10.2,2.59,put -> set
widowx_cube_on_plate_clean,case/punctuation only,False,put the green cube on the plate,73.2,384,Put the green cube on the plate.,83.3,216,10.2,2.83, -> 
widowx_cube_on_plate_clean,verb synonym,False,put the green cube on the plate,73.2,384,Place the green cube on the plate.,83.3,96,10.2,2.06,place -> put
widowx_cube_on_plate_clean,verb synonym,True,put the green cube on the plate,73.2,384,set the green cube on the plate,83.3,336,10.2,3.28,put -> set
widowx_carrot_on_ramekin_clean,noun/adjective synonym,True,put the carrot in the white bowl,30.4,240,put the carrot in the white dish,40.5,168,10.1,2.1,bowl -> dish
widowx_carrot_on_ramekin_clean,preposition synonym,False,put the carrot in the white bowl,30.4,240,Put the carrot inside the white bowl.,40.4,240,10.0,2.29,inside -> in
widowx_nut_on_wheel_clean,verb synonym,False,set the nut in the wheel,2.5,120,Put the nut in the wheel.,12.5,24,10.0,2.24,put -> set
widowx_coke_can_on_keyboard_clean,noun/adjective synonym,True,set the soda can on the keyboard,0.0,48,set the coke can on the keyboard,10.0,240,10.0,2.29,coke -> soda
widowx_carrot_on_ramekin_clean,verb synonym,False,Put the orange carrot inside the white bowl.,33.3,216,set the orange carrot inside the white bowl,43.2,192,9.9,2.06,put -> set
widowx_eggplant_on_sponge_clean,case/punctuation only,False,set the eggplant on top of the sponge,65.8,120,Set the eggplant on top of the sponge.,75.8,264,9.9,2.02, -> 
widowx_cube_on_plate_clean,preposition synonym,False,set the green cube onto the plate,70.8,96,Set the green cube on the plate.,80.7,264,9.8,2.0,on -> onto
widowx_coke_can_on_keyboard_clean,noun/adjective synonym,True,Put the red soda can on the black keyboard.,10.0,120,Put the red coke can on the black keyboard.,19.8,96,9.8,2.04,coke -> soda
widowx_pepsi_on_plate_clean,verb synonym,True,Put the can of Pepsi on the plate.,16.7,144,Set the can of Pepsi on the plate.,26.4,144,9.7,2.01,put -> set
widowx_nut_on_wheel_clean,verb synonym,True,grab the nut and put it on the wheel,0.0,72,grab the nut and place it on the wheel,9.7,72,9.7,2.71,place -> put
widowx_nut_on_wheel_clean,noun/adjective synonym,True,grab the nut and place it on the tire,0.0,72,grab the nut and place it on the wheel,9.7,72,9.7,2.71,tire -> wheel
widowx_cube_on_plate_clean,noun/adjective synonym,False,Set the green block on the plate.,73.8,240,set the green cube on the plate,83.3,336,9.6,2.8,block -> cube
widowx_nut_on_wheel_clean,case/punctuation only,False,place the nut onto the wheel,0.0,96,Place the nut onto the wheel.,9.6,480,9.6,3.16, -> 
widowx_eggplant_on_keyboard_clean,verb synonym,False,Put the eggplant onto the keyboard.,27.7,264,Place the eggplant onto the keyboard,37.1,264,9.5,2.33,place -> put
