task,phrase,kind,base_kind,score,logit,z,grip,proxy_imputed,n_ctx,source
close oven,push the oven door to shut it,search,,0.924368421388606,8.2083,0.3143,0.0048,False,64,search_boards
close oven,push the oven door to close it,search,,0.930488969630479,8.2254,0.3575,0.005,False,64,search_boards
close oven,Can you close the oven for me?,natural,,0.9348694462209028,8.2377,0.3921,0.0053,False,64,generated_natural
close oven,Push the oven completely shut.,natural,,0.9487549795335248,8.2765,0.4786,0.0052,False,64,generated_natural
close oven,close the oven door completely,search,,0.9719370402699856,8.3414,0.6229,0.0052,False,64,search_boards
close oven,close the open oven door,search,,0.9720321556625402,8.3417,0.6239,0.0052,False,64,search_boards
close oven,Shut the oven door.,natural,,0.9752113443734745,8.3506,0.6503,0.0054,False,64,generated_natural
close oven,close oven,original,,1.0,8.42,0.807,0.0055,False,64,search_boards
close small4fbox flaps,Fold the top down on that little box.,natural,,0.0,4.1017,-5.7518,0.1294,False,64,generated_natural
close small4fbox flaps,"Should you possess the requisite manipulatory capabilities, I would be most obliged if you executed the necessary motions to fold shut the top sections of the extraordinarily small shipping container.",adversarial,,0.0503611157373792,4.3135,-5.0226,0.1393,False,64,generated_adversarial
close small4fbox flaps,"With regard to the diminutive corrugated receptacle situated before you, systematically articulate its uppermost foldable extensions until the internal cavity is entirely obscured.",adversarial,,0.0718203399017723,4.4037,-5.2658,0.1218,False,64,generated_adversarial
close small4fbox flaps,Please close the top of the small cardboard carton.,natural,,0.0797647012575372,4.4371,-4.6545,0.1429,False,64,generated_natural
close small4fbox flaps,"Assuming the current assembly phase requires sealing, proceed to meticulously collapse the quartet of projecting leaves atop the miniature parcel.",adversarial,,0.2111607492161931,4.9897,-5.0274,0.0794,False,64,generated_adversarial
close small4fbox flaps,"Disregarding any extraneous objects in your field of view, locate the unusually compact shipping module and sequentially depress its four uppermost hinged appendages until the interior void is completely sealed off.",adversarial,,0.2980426365108052,5.3551,-5.0057,0.048,False,64,generated_adversarial
close small4fbox flaps,shut the small box,search,,0.4289022051284223,5.9054,-4.7805,0.0082,False,64,search_boards
close small4fbox flaps,close the small box,search,,0.459705970712246,6.035,-4.3541,0.0135,False,64,search_boards
close small4fbox flaps,close the small box on the stove,search,,0.4950280489395202,6.1835,-3.7821,0.0228,False,64,search_boards
close small4fbox flaps,Close up the small four-flap box.,natural,,0.7121615341058347,7.0967,-2.0937,0.0085,False,64,generated_natural
close small4fbox flaps,Secure the top of that little cardboard box by folding its flaps over.,natural,,0.8496191937399191,7.6748,-0.8902,0.0046,False,64,generated_natural
close small4fbox flaps,Push all four flaps down to seal the little packing box.,natural,,0.876813237125042,7.7891,-0.643,0.0042,False,64,generated_natural
close small4fbox flaps,close the box flaps on the stove,search,,0.8872482070894443,7.833,-0.5512,0.004,False,64,search_boards
close small4fbox flaps,fold the flaps of the box closed,search,,0.8878409471177862,7.8355,-0.5357,0.0044,False,64,search_boards
close small4fbox flaps,shut the flaps of the small cardboard box,search,,0.8962521579356141,7.8709,-0.4625,0.0041,False,64,search_boards
close small4fbox flaps,Shut the flaps on the small cardboard box.,natural,,0.9064467036058436,7.9138,-0.3565,0.0045,False,64,generated_natural
close small4fbox flaps,Go ahead and close the flaps on the small box.,natural,,0.917882426293828,7.9619,-0.2534,0.0043,False,64,generated_natural
close small4fbox flaps,Make sure the flaps on the small box are shut.,natural,,0.9216214094248834,7.9776,-0.2241,0.004,False,64,generated_natural
close small4fbox flaps,close small4fbox flaps,original,,1.0,8.3072,0.5369,0.0048,False,64,search_boards
close the drawer,"Seeing as the extendable compartment has been left ajar, it would be best if you were to exert force against its faceplate to return it to a fully retracted state.",adversarial,,0.0,4.9394,-4.9052,0.0886,False,64,generated_adversarial
close the drawer,"Directing your attention to the protruding storage bin that operates on tracks, kindly apply continuous inward force to its front facade until the compartment is completely recessed within its housing.",adversarial,,0.0322512235683082,5.0496,-4.928,0.078,False,64,generated_adversarial
close the drawer,"If it is not an imposition, please apply steady forward pressure to the extended sliding receptacle until it rests completely flush with the surrounding cabinetry.",adversarial,,0.0953774457515366,5.2651,-4.5591,0.0734,False,64,generated_adversarial
close the drawer,"The pull-out compartment, which currently remains protruding awkwardly into the workspace, ought to be propelled inward until it is entirely sealed.",adversarial,,0.1067754770714743,5.304,-3.9441,0.0942,False,64,generated_adversarial
close the drawer,I need you to push that open drawer back into place.,natural,,0.5639088604673828,6.865,-1.3167,0.0594,False,64,generated_natural
close the drawer,Can you slide that drawer back in?,natural,,0.6049480347033553,7.0051,-1.0688,0.0568,False,64,generated_natural
close the drawer,slide the white drawer with the red front closed,search,,0.7299706757750142,7.4321,-0.3434,0.0476,False,64,search_boards
close the drawer,slide the red drawer in,search,,0.7669628869298701,7.5584,-0.0708,0.0471,False,64,search_boards
close the drawer,push the white drawer with the red front closed,search,,0.7973007002331068,7.662,-0.1681,0.0341,False,64,search_boards
close the drawer,shut the red drawer,search,,0.8037035138095224,7.6838,0.0945,0.0425,False,64,search_boards
close the drawer,push the red-front drawer shut,search,,0.8205740926495767,7.7414,0.042,0.0354,False,64,search_boards
close the drawer,Go ahead and push the drawer in.,natural,,0.8889033634594745,7.9748,0.1912,0.0206,False,64,generated_natural
close the drawer,Please close the wooden drawer.,natural,,0.9434746499348032,8.1611,0.4374,0.0138,False,64,generated_natural
close the drawer,Push the drawer completely closed.,natural,,0.9452080234002008,8.167,0.5838,0.019,False,64,generated_natural
close the drawer,push the drawer shut,search,,0.9587974438538373,8.2134,0.7719,0.0223,False,64,search_boards
close the drawer,Shut the drawer.,natural,,0.9675901484491412,8.2435,0.6721,0.0158,False,64,generated_natural
close the drawer,Make sure the open drawer is shut.,natural,,0.9685599542373928,8.2468,0.7254,0.0176,False,64,generated_natural
close the drawer,Slide the drawer shut.,natural,,0.98782268031487,8.3126,0.7839,0.014,False,64,generated_natural
close the drawer,close the drawer,original,,1.0,8.3541,0.9364,0.0164,False,64,search_boards
close white1fbox flap,I would be most appreciative if you could direct your manipulators toward the unpigmented receptacle and ensure its hinged appendage is maneuvered into a closed state.,adversarial,,0.0,5.6805,-4.9733,0.0205,False,64,generated_adversarial
close white1fbox flap,"Should you find yourself in proximity to the snow-hued carton, execute a downward rotation upon its extended top leaf such that the opening is completely occluded.",adversarial,,0.0011018557143698,5.6835,-4.9555,0.0209,False,64,generated_adversarial
close white1fbox flap,"Regarding the starkly colored white storage unit which currently remains open, kindly articulate the protruding section of the material until it covers the opening entirely.",adversarial,,0.0209211760627028,5.7369,-4.9174,0.0177,False,64,generated_adversarial
close white1fbox flap,Go ahead and close the hinged part of the white box.,natural,,0.1328288438655399,6.0387,-4.1851,0.0198,False,64,generated_natural
close white1fbox flap,Can you fold down the flap of that white carton?,natural,,0.8047107043941809,7.8506,-0.322,0.0114,False,64,generated_natural
close white1fbox flap,"In the event that the alabaster-toned shipping vessel remains exposed, kindly apply the necessary force to its extended top flap to bring it into a securely shut orientation.",adversarial,,0.8281323496315469,7.9138,-0.3422,0.005,False,64,generated_adversarial
close white1fbox flap,The white box has an open flap that needs to be shut.,natural,,0.8384141590126257,7.9415,-0.2825,0.0049,False,64,generated_natural
close white1fbox flap,Put the flap down on the white box.,natural,,0.847632089596119,7.9664,-0.1308,0.0087,False,64,generated_natural
close white1fbox flap,Make sure the white box is sealed by folding its flap down.,natural,,0.8517979138226733,7.9776,-0.1278,0.0078,False,64,generated_natural
close white1fbox flap,fold down the white box flap,search,,0.896276077565099,8.0976,0.0962,0.006,False,64,search_boards
close white1fbox flap,Push the flap closed on the white container.,natural,,0.9031326611729495,8.1161,0.1711,0.0073,False,64,generated_natural
close white1fbox flap,"Shut the white box's flap, please.",natural,,0.903268224798632,8.1164,0.1357,0.0059,False,64,generated_natural
close white1fbox flap,close flap of the white box,search,,0.9114705706560642,8.1386,0.1616,0.005,False,64,search_boards
close white1fbox flap,Close the flap on the white box.,natural,,0.9167656098573834,8.1528,0.2014,0.0053,False,64,generated_natural
close white1fbox flap,close the flap on the white box,search,,0.9223531504526088,8.1679,0.2296,0.005,False,64,search_boards
close white1fbox flap,close white box's flap,search,,0.9445270587023432,8.2277,0.3541,0.0047,False,64,search_boards
close white1fbox flap,close white box flap,search,,0.9467919536453644,8.2338,0.3669,0.0046,False,64,search_boards
close white1fbox flap,close white1fbox flap,original,,1.0,8.3773,0.6873,0.0045,False,64,search_boards
closed the drawer,"Assuming no further items need to be extracted, proceed to apply steady pressure to the outward-facing plane of the extended sliding cubby until it has retreated completely into its enclosing framework.",adversarial,,0.0,3.4949,-5.8437,0.1794,False,64,generated_adversarial
closed the drawer,"Provided that the tracks are clear of obstruction, apply inward lateral force to the extended wooden compartment until it sits completely flush with the surrounding frame.",adversarial,,0.1295419356236575,4.1103,-5.1583,0.1519,False,64,generated_adversarial
closed the drawer,"If it is not too much of an imposition, kindly return the horizontally sliding storage receptacle to its fully sealed state.",adversarial,,0.198683795798062,4.4387,-5.0075,0.1288,False,64,generated_adversarial
closed the drawer,"Directing your attention to the protruding sliding bin, please exert sufficient inward momentum against its front face to restore it to a fully concealed state within the cabinetry.",adversarial,,0.2473205346079093,4.6698,-4.3042,0.1361,False,64,generated_adversarial
closed the drawer,Go ahead and shut the storage compartment.,natural,,0.6065896609122166,6.3765,-1.6812,0.0883,False,64,generated_natural
closed the drawer,Slide the drawer back into place.,natural,,0.6094426148740765,6.3901,-1.4118,0.0977,False,64,generated_natural
closed the drawer,Push the wooden drawer all the way in.,natural,,0.6904077535305841,6.7747,-0.9859,0.0804,False,64,generated_natural
closed the drawer,push the red drawer in,search,,0.7926702605450826,7.2605,-0.7509,0.0467,False,64,search_boards
closed the drawer,push the wooden drawer in,search,,0.8391057265141811,7.4811,-0.4792,0.0379,False,64,search_boards
