task,phrase,kind,base_kind,proxy,n_ctx,gt_success,source
topple hot sauce bottle cardboard fence,topple the red bottle on the table,search,,0.9878412941483594,80,,search_boards
topple hot sauce bottle cardboard fence,tip over the red bottle,search,,0.9893929433709608,80,,search_boards
topple hot sauce bottle cardboard fence,knock over the red bottle in the tray,search,,0.9893965065065462,80,,search_boards
topple hot sauce bottle cardboard fence,topple hot sauce bottle in cardboard fence,search,,0.9908238643115754,80,,search_boards
topple hot sauce bottle cardboard fence,topple hot sauce bottle cardboard fence,original,,0.9911344820755142,80,,search_boards
topple hot sauce bottle cardboard fence,topple hot sauce bottle,search,,0.9913545245441717,80,,search_boards
turn faucet front to left,turn faucet front to left,original,,0.990975944125527,80,,search_boards
turn faucet front to left,turn faucet lever to the left,search,,0.9911672443233341,80,,search_boards
turn faucet front to left,turn silver faucet lever to the left,search,,0.9915502055850868,80,,search_boards
turn faucet front to left,push the faucet lever left,search,,0.9924908335872369,80,,search_boards
turn faucet front to left,push faucet lever left,search,,0.9927242103906712,80,,search_boards
turn faucet front to left,push the faucet lever to the left,search,,0.9946570248240568,80,,search_boards
turn faucet front to left,rotate the faucet lever to the left,search,,0.9946708428098973,80,,search_boards
turn faucet left,turn faucet left,original,,0.9943533915028717,80,,search_boards
turn faucet left,rotate the faucet handle leftward,search,,0.9943616476128664,80,,search_boards
turn faucet left,push faucet to the left,search,,0.9943844480958277,80,,search_boards
turn faucet left,turn faucet handle to the left,search,,0.9943850801321485,80,,search_boards
turn faucet left,rotate the faucet left,search,,0.9943863439925937,80,,search_boards
turn faucet left,rotate faucet handle left,search,,0.9943888708649179,80,,search_boards
turn faucet left,rotate faucet left,search,,0.9944033784475961,80,,search_boards
turn faucet left,rotate faucet to the left,search,,0.9944441767963003,80,,search_boards
turn faucet right,rotate faucet knob to the right,search,,0.9945867891508252,80,,search_boards
turn faucet right,rotate the metal faucet to the right,search,,0.9945892262878151,80,,search_boards
turn faucet right,rotate faucet handle rightwards,search,,0.9946056484428729,80,,search_boards
turn faucet right,turn faucet right,original,,0.994617781033201,80,,search_boards
turn faucet right,rotate faucet clockwise,search,,0.9946195985794197,80,,search_boards
turn faucet right,rotate the faucet clockwise,search,,0.9946195985794197,80,,search_boards
turn faucet right,rotate the metallic faucet knob to the right,search,,0.9946558215772682,80,,search_boards
turn faucet right,rotate silver faucet knob clockwise,search,,0.9946618351172365,80,,search_boards
turn lever vertical to front,[dry-run:gemini] 621dc73ae4ca,rephrased,search,0.2078973924918147,80,,loop_gemini
turn lever vertical to front,rotate the silver handle forward,search,,0.9779543314728737,80,,search_boards
turn lever vertical to front,point the silver handle forward,search,,0.9815614448204333,80,,search_boards
turn lever vertical to front,turn the silver handle forward,search,,0.9827301342173466,80,,search_boards
turn lever vertical to front,pull the silver handle forward,search,,0.983551730540156,80,,search_boards
turn lever vertical to front,turn lever vertical to front,original,,0.9861170900463715,80,,search_boards
turn lever vertical to front,turn the silver faucet handle to the front,search,,0.9897732899331719,80,,search_boards
turn lever vertical to front,turn the silver handle on the faucet forward,search,,0.9913700330875382,80,,search_boards
turn lever vertical to front,rotate the faucet lever to the vertical position,search,,0.9917247902332169,80,,search_boards
turn lever vertical to front,point the faucet lever forward,search,,0.9932785124722824,80,,search_boards
turn lever vertical to front,turn the faucet lever forward,search,,0.9935986686188871,80,,search_boards
turn lever vertical to front,turn the faucet handle forward,search,,0.9936488683545763,80,,search_boards
unfold the cloth from bottom left to top right,open up the blue cloth,search,,0.9596506094104097,80,,search_boards
unfold the cloth from bottom left to top right,unfold the light blue cloth,search,,0.9633158602966104,80,,search_boards
unfold the cloth from bottom left to top right,unfold the cloth diagonally,search,,0.9661896125251334,80,,search_boards
unfold the cloth from bottom left to top right,unfold the cloth from bottom left to top right,original,,0.9908782486058402,80,,search_boards
unfold the cloth from bottom right to top left,open up the yellow cloth from bottom right to top left,search,,0.9860456262522778,80,,search_boards
unfold the cloth from bottom right to top left,unfold the yellow cloth starting from bottom right to top left,search,,0.9862650715593461,80,,search_boards
unfold the cloth from bottom right to top left,unfold the yellow cloth towards the top left,search,,0.9862788648221319,80,,search_boards
unfold the cloth from bottom right to top left,unfold the yellow cloth from bottom right to top left,search,,0.9883693686130653,80,,search_boards
unfold the cloth from bottom right to top left,unfold the cloth from bottom right to top left,original,,0.9885103475280363,80,,search_boards
unfold the cloth from bottom to top,[dry-run:gemini] fbd89ec11076,rephrased,search,0.2408364013490311,80,,loop_gemini
unfold the cloth from bottom to top,flatten the orange rag from bottom to top,search,,0.9720097709537511,80,,search_boards
unfold the cloth from bottom to top,open up the orange towel from bottom to top,search,,0.9724922644732297,80,,search_boards
unfold the cloth from bottom to top,open up the orange cloth from bottom to top,search,,0.9751643227599336,80,,search_boards
unfold the cloth from bottom to top,open up the cloth from bottom to top,search,,0.98015296057776,80,,search_boards
unfold the cloth from bottom to top,unfold the cloth from bottom to top,original,,0.9900323639330227,80,,search_boards
unfold the cloth from bottom to top,unfold orange cloth from bottom to top,search,,0.9945751978324451,80,,search_boards
unfold the cloth from bottom to top,flatten the orange cloth from bottom to top,search,,0.9945770296803754,80,,search_boards
unfold the cloth from left to right,open up the cloth from left to right,search,,0.973215640620236,80,,search_boards
unfold the cloth from left to right,open up the yellow cloth to the right,search,,0.9746101034336647,80,,search_boards
unfold the cloth from left to right,open the yellow cloth from left to right,search,,0.9810759001046905,80,,search_boards
unfold the cloth from left to right,open up the yellow cloth from left to right,search,,0.9812599520212231,80,,search_boards
unfold the cloth from left to right,unfold the cloth from left to right,original,,0.9893893790508808,80,,search_boards
unfold the cloth from left to right,unfold the yellow towel to the right,search,,0.9894580797140791,80,,search_boards
unfold the cloth from left to right,unfold the yellow cloth from left to right,search,,0.9894852010595354,80,,search_boards
unfold the cloth from right to left,spread the orange rag to the left,search,,0.977360967024454,80,,search_boards
unfold the cloth from right to left,spread the orange cloth to the left,search,,0.9804567316807528,80,,search_boards
unfold the cloth from right to left,spread the orange cloth leftward,search,,0.9818803425310754,80,,search_boards
unfold the cloth from right to left,spread out the orange cloth to the left,search,,0.9832654725156235,80,,search_boards
unfold the cloth from right to left,unfold the cloth from right to left,original,,0.9893369660250397,80,,search_boards
unfold the cloth from right to left,spread out the orange cloth from right to left,search,,0.9946792363490492,80,,search_boards
unfold the cloth from right to left,unfold the orange cloth to the left,search,,0.9946858220469393,80,,search_boards
unfold the cloth from right to left,unfold the orange rag,search,,0.9946912043141307,80,,search_boards
unfold the cloth from right to left,spread the orange cloth from right to left,search,,0.9947198182965343,80,,search_boards
unfold the cloth from top left to bottom right,unfold the blue cloth from the top left corner to the bottom right,search,,0.9589880068130973,80,,search_boards
unfold the cloth from top left to bottom right,unfold the cloth diagonally from top left to bottom right,search,,0.9751286595505047,80,,search_boards
unfold the cloth from top left to bottom right,unfold the cloth from the top left to the bottom right,search,,0.97530920385004,80,,search_boards
unfold the cloth from top left to bottom right,unfold the cloth from top left toward bottom right,search,,0.9818964463399528,80,,search_boards
unfold the cloth from top left to bottom right,unfold the cloth from top left to bottom right corner,search,,0.9853565477394285,80,,search_boards
unfold the cloth from top left to bottom right,unfold the cloth from top-left to bottom-right,search,,0.9867871042802104,80,,search_boards
unfold the cloth from top left to bottom right,unfold the cloth from top left to bottom right,original,,0.9873787293393319,80,,search_boards
unfold the cloth from top right to bottom left,unfold the blue fabric from the top right corner,search,,0.9808645978479225,80,,search_boards
unfold the cloth from top right to bottom left,pull open the blue cloth from top right to bottom left,search,,0.9833416653185911,80,,search_boards
unfold the cloth from top right to bottom left,unfold the blue fabric starting from the top right,search,,0.9879455353478035,80,,search_boards
unfold the cloth from top right to bottom left,unfold the blue cloth starting from the top right,search,,0.9880435460210669,80,,search_boards
unfold the cloth from top right to bottom left,unfold the blue cloth downwards and to the left,search,,0.9909607478274816,80,,search_boards
unfold the cloth from top right to bottom left,unfold the cloth from top right to bottom left,original,,0.9926568616024832,80,,search_boards
unzip zipper bag,unzip the small black protective case,search,,0.967951866015545,80,,search_boards
unzip zipper bag,unzip the black protective case,search,,0.9798423292761758,80,,search_boards
unzip zipper bag,unzip the black carrying case,search,,0.9871251596260401,80,,search_boards
unzip zipper bag,pull the zipper on the black protective case,search,,0.9896950842487439,80,,search_boards
unzip zipper bag,unzip zipper bag,original,,0.9898292796213961,80,,search_boards
unzip zipper bag,unzip the small black bag,search,,0.9947091060750368,80,,search_boards
unzip zipper bag,pull open the zipper on the black bag,search,,0.9947102973885729,80,,search_boards
upright basil bottle cardboard fence,stand up the red spice bottle,search,,0.8799678085997954,80,,search_boards
upright basil bottle cardboard fence,stand up the spice bottle,search,,0.8910789160496762,80,,search_boards
upright basil bottle cardboard fence,stand up the red container,search,,0.902249529702524,80,,search_boards
upright basil bottle cardboard fence,stand up the red plastic bottle,search,,0.9080873667167253,80,,search_boards
upright basil bottle cardboard fence,upright basil bottle cardboard fence,original,,0.985885866911512,80,,search_boards
upright basil bottle cardboard fence,stand up the red jar,search,,0.9947037418607217,80,,search_boards
upright basil bottle cardboard fence,make the red bottle stand up,search,,0.9947061266234999,80,,search_boards
upright basil bottle cardboard fence,stand upright the red bottle,search,,0.9947138697285351,80,,search_boards
upright basil bottle cardboard fence,stand up the red bottle,search,,0.9947156549985193,80,,search_boards
upright hot sauce bottle cardboard fence,place the red bottle standing up in the tray,search,,0.9795836098843471,80,,search_boards
upright hot sauce bottle cardboard fence,set the red bottle standing up,search,,0.9811723291255937,80,,search_boards
upright hot sauce bottle cardboard fence,stand up the red bottle in the tray,search,,0.9851460130807627,80,,search_boards
upright hot sauce bottle cardboard fence,set the red sauce bottle upright,search,,0.9863354270938611,80,,search_boards
upright hot sauce bottle cardboard fence,upright hot sauce bottle cardboard fence,original,,0.988908338759441,80,,search_boards
upright hot sauce bottle cardboard fence,stand up the red sauce bottle inside the box,search,,0.9946953867730126,80,,search_boards
upright hot sauce bottle cardboard fence,pick up and place the hot sauce bottle upright,search,,0.9947013560293879,80,,search_boards
upright hot sauce bottle cardboard fence,place the red bottle standing up,search,,0.9947091060750368,80,,search_boards
upright hot sauce bottle cardboard fence,set the red sauce bottle standing up,search,,0.9947097017651604,80,,search_boards
wipe pot with sponge,[dry-run:gemini] a37748b5edd5,rephrased,search,0.900518987315776,80,,loop_gemini
wipe pot with sponge,use the yellow sponge to wipe the pot,search,,0.9902631351514871,80,,search_boards
wipe pot with sponge,wipe pot with sponge,original,,0.9905640303107908,80,,search_boards
wipe pot with sponge,use the yellow sponge to clean off the pot,search,,0.990595717712583,80,,search_boards
wipe pot with sponge,use the yellow sponge to wipe down the pot,search,,0.9907099639326394,80,,search_boards
wipe pot with sponge,use the yellow sponge to wipe off the pot,search,,0.9908248933977108,80,,search_boards
wipe pot with sponge,clean the pot with the yellow sponge,search,,0.994591662333523,80,,search_boards
wipe pot with sponge,use the sponge to wipe the pot,search,,0.9946026110475502,80,,search_boards
wipe pot with sponge,use the yellow sponge to clean the pot,search,,0.9946449802207401,80,,search_boards
zip zipper bag,zip up the black pouch,search,,0.9904458647240356,80,,search_boards
zip zipper bag,zip up the round black pouch,search,,0.9909769563115185,80,,search_boards
zip zipper bag,zip the round black pouch,search,,0.9910705995186688,80,,search_boards
zip zipper bag,zip the black pouch closed,search,,0.9915454623871082,80,,search_boards
zip zipper bag,zip zipper bag,original,,0.9928594816842283,80,,search_boards
zip zipper bag,zip up the black case,search,,0.9947358461916589,80,,search_boards
zip zipper bag,close the zipper on the black bag,search,,0.9947382165751869,80,,search_boards
